itemid,label,category,dbsource,valueuom
50838,Bilirubin- Total- Ascites,Chemistry,labitem,mg/dL
50839,Chloride- Ascites,Chemistry,labitem,mEq/L
50840,Cholesterol- Ascites,Chemistry,labitem,mg/dL
50841,Creatinine- Ascites,Chemistry,labitem,mg/dL
50842,Glucose- Ascites,Chemistry,labitem,mg/dL
50843,Lactate Dehydrogenase- Ascites,Chemistry,labitem,IU/L
50844,Lipase- Ascites,Chemistry,labitem,U/L
50845,Miscellaneous- Ascites,Chemistry,labitem,
50846,Osmolality- Ascites,Chemistry,labitem,mOsm/kg
50847,Potassium- Ascites,Chemistry,labitem,mEq/L
50848,Sodium- Ascites,Chemistry,labitem,mEq/L
50849,Total Protein- Ascites,Chemistry,labitem,g/dL
50850,Triglycerides- Ascites,Chemistry,labitem,mg/dL
50851,Urea Nitrogen- Ascites,Chemistry,labitem,mg/dL
50852,% Hemoglobin A1c,Chemistry,labitem,%
50853,25-OH Vitamin D,Chemistry,labitem,ng/mL
50854,Absolute A1c,Chemistry,labitem,
50855,Absolute Hemoglobin,Chemistry,labitem,
50856,Acetaminophen,Chemistry,labitem,ug/mL
50857,Acetone,Chemistry,labitem,
50858,Acid Phosphatase,Chemistry,labitem,IU/L
50859,Acid Phosphatase- Non-Prostatic,Chemistry,labitem,IU/L
50860,AFP- Maternal Screen,Chemistry,labitem,ng/mL
50861,Alanine Aminotransferase (ALT),Chemistry,labitem,IU/L
50862,Albumin,Chemistry,labitem,g/dL
50863,Alkaline Phosphatase,Chemistry,labitem,IU/L
50864,Alpha-Fetoprotein,Chemistry,labitem,ng/mL
50865,Amikacin,Chemistry,labitem,ug/mL
50866,Ammonia,Chemistry,labitem,umol/L
50867,Amylase,Chemistry,labitem,IU/L
50868,Anion Gap,Chemistry,labitem,mEq/L
50869,Anti-DGP (IgA/IgG),Chemistry,labitem,units
50870,Anti-Gliadin Antibody- IgA,Chemistry,labitem,units
50871,Anti-Mitochondrial Antibody,Chemistry,labitem,
50872,Anti-Neutrophil Cytoplasmic Antibody,Chemistry,labitem,
50873,Anti-Nuclear Antibody,Chemistry,labitem,
50874,Anti-Nuclear Antibody- Titer,Chemistry,labitem,
50875,Anti-Parietal Cell Antibody,Chemistry,labitem,
50876,Anti-Smooth Muscle Antibody,Chemistry,labitem,
50877,Anti-Thyroglobulin Antibodies,Chemistry,labitem,IU/mL
50878,Asparate Aminotransferase (AST),Chemistry,labitem,IU/L
50879,Barbiturate Screen,Chemistry,labitem,
50880,Benzodiazepine Screen,Chemistry,labitem,
50881,Beta-2 Microglobulin,Chemistry,labitem,mg/L
50882,Bicarbonate,Chemistry,labitem,mEq/L
50883,Bilirubin- Direct,Chemistry,labitem,mg/dL
50884,Bilirubin- Indirect,Chemistry,labitem,mg/dL
50885,Bilirubin- Total,Chemistry,labitem,mg/dL
50886,Blood Culture Hold,Chemistry,labitem,
50887,Blue Top Hold,Chemistry,labitem,
50888,Blue Top Hold Frozen,Chemistry,labitem,
50889,C-Reactive Protein,Chemistry,labitem,mg/dL
50890,C3,Chemistry,labitem,mg/dL
50891,C4,Chemistry,labitem,mg/dL
50892,CA-125,Chemistry,labitem,U/mL
50893,Calcium- Total,Chemistry,labitem,mg/dL
50894,Calculated Free Testosterone,Chemistry,labitem,pg/mL
50895,Calculated TBG,Chemistry,labitem,Ratio
50896,Calculated Thyroxine (T4) Index,Chemistry,labitem,ug/dL
50897,Call,Chemistry,labitem,
50898,Cancer Antigen 27.29,Chemistry,labitem,U/mL
50899,Carbamazepine,Chemistry,labitem,ug/mL
50900,Carcinoembyronic Antigen (CEA),Chemistry,labitem,ng/mL
50901,Centromere,Chemistry,labitem,
50902,Chloride,Chemistry,labitem,mEq/L
50903,Cholesterol Ratio (Total/HDL),Chemistry,labitem,Ratio
50904,Cholesterol- HDL,Chemistry,labitem,mg/dL
50905,Cholesterol- LDL- Calculated,Chemistry,labitem,mg/dL
50906,Cholesterol- LDL- Measured,Chemistry,labitem,mg/dL
50907,Cholesterol- Total,Chemistry,labitem,mg/dL
50908,CK-MB Index,Chemistry,labitem,%
50909,Cortisol,Chemistry,labitem,ug/dL
50910,Creatine Kinase (CK),Chemistry,labitem,IU/L
50911,Creatine Kinase- MB Isoenzyme,Chemistry,labitem,ng/mL
50912,Creatinine,Chemistry,labitem,mg/dL
50913,Cryoglobulin,Chemistry,labitem,
50914,Cyclosporin,Chemistry,labitem,ng/mL
50915,D-Dimer,Chemistry,labitem,ng/mL
50916,DHEA-Sulfate,Chemistry,labitem,nG/mL
50917,Digoxin,Chemistry,labitem,ng/mL
50918,Double Stranded DNA,Chemistry,labitem,U/mL
50919,EDTA Hold,Chemistry,labitem,
50920,Estimated GFR (MDRD equation),Chemistry,labitem,
50921,Estradiol,Chemistry,labitem,pg/mL
50922,Ethanol,Chemistry,labitem,mg/dL
50923,Fax,Chemistry,labitem,
50924,Ferritin,Chemistry,labitem,ng/ml
50925,Folate,Chemistry,labitem,ng/mL
50926,Follicle Stimulating Hormone,Chemistry,labitem,mIU/L
50927,Gamma Glutamyltransferase,Chemistry,labitem,IU/L
50928,Gastrin,Chemistry,labitem,pg/mL
50929,Gentamicin,Chemistry,labitem,ug/mL
50930,Globulin,Chemistry,labitem,g/dL
50931,Glucose,Chemistry,labitem,mg/dL
50932,Gray Top Hold (plasma),Chemistry,labitem,
50933,Green Top Hold (plasma),Chemistry,labitem,
50934,H,Chemistry,labitem,U
50935,Haptoglobin,Chemistry,labitem,mg/dL
50936,HCG- Maternal Screen,Chemistry,labitem,IU/mL
50937,Hepatitis A Virus Antibody,Chemistry,labitem,Pos/Neg
50938,Hepatitis A Virus IgM Antibody,Chemistry,labitem,
50939,Hepatitis B Core Antibody- IgM,Chemistry,labitem,
50940,Hepatitis B Surface Antibody,Chemistry,labitem,
50941,Hepatitis B Surface Antigen,Chemistry,labitem,
50942,Hepatitis B Virus Core Antibody,Chemistry,labitem,
50943,Hepatitis C Virus Antibody,Chemistry,labitem,
50944,HIV Antibody,Chemistry,labitem,
50945,Homocysteine,Chemistry,labitem,umol/L
50946,Human Chorionic Gonadotropin,Chemistry,labitem,mIU/mL
50947,I,Chemistry,labitem,U
50948,Immunofixation,Chemistry,labitem,
50949,Immunoglobulin A,Chemistry,labitem,mg/dL
50950,Immunoglobulin G,Chemistry,labitem,mg/dL
50951,Immunoglobulin M,Chemistry,labitem,mg/dL
50952,Iron,Chemistry,labitem,ug/dL
50953,Iron Binding Capacity- Total,Chemistry,labitem,ug/dL
50954,Lactate Dehydrogenase (LD),Chemistry,labitem,IU/L
50955,Light Green Top Hold,Chemistry,labitem,
50956,Lipase,Chemistry,labitem,IU/L
50957,Lithium,Chemistry,labitem,mmol/L
50958,Luteinizing Hormone,Chemistry,labitem,mIU/L
50959,Macro Prolactin,Chemistry,labitem,
50960,Magnesium,Chemistry,labitem,mg/dL
50961,Methotrexate,Chemistry,labitem,umol/L
50962,N-Acetylprocainamide (NAPA),Chemistry,labitem,ug/mL
50963,NTproBNP,Chemistry,labitem,pg/mL
50964,Osmolality- Measured,Chemistry,labitem,mOsm/kg
50965,Parathyroid Hormone,Chemistry,labitem,pg/mL
50966,Phenobarbital,Chemistry,labitem,ug/mL
50967,Phenytoin,Chemistry,labitem,ug/mL
50968,Phenytoin- Free,Chemistry,labitem,ug/mL
50969,Phenytoin- Percent Free,Chemistry,labitem,%
50970,Phosphate,Chemistry,labitem,mg/dL
50971,Potassium,Chemistry,labitem,mEq/L
50972,Procainamide,Chemistry,labitem,ug/mL
50973,Prolactin,Chemistry,labitem,ng/mL
50974,Prostate Specific Antigen,Chemistry,labitem,ng/mL
50975,Protein Electrophoresis,Chemistry,labitem,
50976,Protein- Total,Chemistry,labitem,g/dL
50977,Quinidine,Chemistry,labitem,ug/mL
50978,Rapamycin,Chemistry,labitem,ng/mL
50979,Red Top Hold,Chemistry,labitem,
50980,Rheumatoid Factor,Chemistry,labitem,I.U.
50981,Salicylate,Chemistry,labitem,mg/dL
50982,Sex Hormone Binding Globulin,Chemistry,labitem,nmol/L
50983,Sodium,Chemistry,labitem,mEq/L
50984,Stat,Chemistry,labitem,
50985,Study Tubes,Chemistry,labitem,
50986,tacroFK,Chemistry,labitem,ng/mL
50988,Testosterone,Chemistry,labitem,ng/dL
50989,Testosterone- Free,Chemistry,labitem,ng/dL
50990,Theophylline,Chemistry,labitem,ug/mL
50991,Thyroglobulin,Chemistry,labitem,ng/mL
50992,Thyroid Peroxidase Antibodies,Chemistry,labitem,IU/mL
50993,Thyroid Stimulating Hormone,Chemistry,labitem,uU/ML
50994,Thyroxine (T4),Chemistry,labitem,ug/dL
50995,Thyroxine (T4)- Free,Chemistry,labitem,ng/dL
50996,Tissue Transglutaminase Ab- IgA,Chemistry,labitem,
50997,Tobramycin,Chemistry,labitem,ug/mL
50998,Transferrin,Chemistry,labitem,mg/dL
50999,Tricyclic Antidepressant Screen,Chemistry,labitem,
51000,Triglycerides,Chemistry,labitem,MG/DL
51001,Triiodothyronine (T3),Chemistry,labitem,ng/dL
51002,Troponin I,Chemistry,labitem,ng/ml
51003,Troponin T,Chemistry,labitem,ng/mL
51004,UE3- Maternal Screen,Chemistry,labitem,ng/mL
51005,Uptake Ratio,Chemistry,labitem,Ratio
51006,Urea Nitrogen,Chemistry,labitem,mg/dL
51007,Uric Acid,Chemistry,labitem,
51008,Valproic Acid,Chemistry,labitem,ug/mL
51009,Vancomycin,Chemistry,labitem,ug/mL
51010,Vitamin B12,Chemistry,labitem,pg/mL
51011,<Albumin>,Chemistry,labitem,mg/dL
51012,Bilirubin- Total- CSF,Chemistry,labitem,mg/dL
51013,Chloride- CSF,Chemistry,labitem,
51014,Glucose- CSF,Chemistry,labitem,mg/dL
51015,Lactate Dehydrogenase- CSF,Chemistry,labitem,IU/L
51016,Miscellaneous- CSF,Chemistry,labitem,
51017,PEP- CSF,Chemistry,labitem,
51018,Total Protein- CSF,Chemistry,labitem,mg/dL
51019,Albumin- Joint Fluid,Chemistry,labitem,g/dL
51020,Amylase- Joint Fluid,Chemistry,labitem,IU/L
51021,Creatinine- Joint Fluid,Chemistry,labitem,mg/dL
51022,Glucose- Joint Fluid,Chemistry,labitem,mg/dL
51023,LD- Joint Fluid,Chemistry,labitem,IU/L
51024,Total Protein- Joint Fluid,Chemistry,labitem,g/dL
51025,Albumin- Body Fluid,Chemistry,labitem,g/dL
51026,Amylase- Body Fluid,Chemistry,labitem,IU/L
51027,Bicarbonate- Other Fluid,Chemistry,labitem,mEq/L
51028,Bilirubin- Total- Body Fluid,Chemistry,labitem,mg/dL
51029,Calcium- Body Fluid,Chemistry,labitem,mg/dL
51030,Chloride- Body Fluid,Chemistry,labitem,mEq/L
51031,Cholesterol- Body Fluid,Chemistry,labitem,mg/dL
51032,Creatinine- Body Fluid,Chemistry,labitem,mg/dL
51033,FetalFN,Chemistry,labitem,
51034,Glucose- Body Fluid,Chemistry,labitem,mg/dL
51035,LD- Body Fluid,Chemistry,labitem,IU/L
51036,Lipase- Body Fluid,Chemistry,labitem,U/L
51037,Magnesium- Body Fluid,Chemistry,labitem,mg/dL
51038,Miscellaneous- Body Fluid,Chemistry,labitem,
51039,Osmolality- Body Fluid,Chemistry,labitem,mOsm/kg
51040,Phosphate- Body Fluid,Chemistry,labitem,mg/dL
51041,Potassium- Body Fluid,Chemistry,labitem,mEq/L
51042,Sodium- Body Fluid,Chemistry,labitem,mEq/L
51043,Total Protein- Body Fluid,Chemistry,labitem,g/dL
51044,Triglycer,Chemistry,labitem,mg/dL
51045,Urea Nitrogen- Body Fluid,Chemistry,labitem,mg/dL
51046,Albumin- Pleural,Chemistry,labitem,g/dL
51047,Amylase- Pleural,Chemistry,labitem,IU/L
51048,Bicarbonate- Pleural,Chemistry,labitem,mEq/L
51049,Bilirubin- Total- Pleural,Chemistry,labitem,mg/dL
51050,Chloride- Pleural,Chemistry,labitem,mEq/L
51051,Cholesterol- Pleural,Chemistry,labitem,mg/dL
51052,Creatinine- Pleural,Chemistry,labitem,mg/dL
51053,Glucose- Pleural,Chemistry,labitem,mg/dL
51054,Lactate Dehydrogenase- Pleural,Chemistry,labitem,IU/L
51055,Lipase- Pleural,Chemistry,labitem,U/L
51056,Miscellaneous- Pleural,Chemistry,labitem,
51057,Potassium- Pleural,Chemistry,labitem,mEq/L
51058,Sodium- Pleural,Chemistry,labitem,mEq/L
51059,Total Protein- Pleural,Chemistry,labitem,g/dL
51060,Triglycerides- Pleural,Chemistry,labitem,mg/dL
51061,Bicarbonate- Stool,Chemistry,labitem,mEq/L
51062,Chloride- Stool,Chemistry,labitem,mEq/L
51063,Osmolality- Stool,Chemistry,labitem,mOsm/kg
51064,Potassium- Stool,Chemistry,labitem,mEq/L
51065,Sodium- Stool,Chemistry,labitem,mEq/L
51066,24 hr Calcium,Chemistry,labitem,mg/24hr
51067,24 hr Creatinine,Chemistry,labitem,mg/24hours
51068,24 hr Protein,Chemistry,labitem,mg/24hr
51069,Albumin- Urine,Chemistry,labitem,mg/dL
51070,Albumin/Creatinine- Urine,Chemistry,labitem,mg/g
51071,Amphetamine Screen- Urine,Chemistry,labitem,
51072,Amylase- Urine,Chemistry,labitem,U/L
51073,Amylase/Creatinine Ratio- Urine,Chemistry,labitem,Ratio
51074,Barbiturate Screen- Urine,Chemistry,labitem,
51075,Benzodiazepine Screen- Urine,Chemistry,labitem,
51076,Bicarbonate- Urine,Chemistry,labitem,
51077,Calcium- Urine,Chemistry,labitem,mg/dL
51078,Chloride- Urine,Chemistry,labitem,
51079,Cocaine- Urine,Chemistry,labitem,
51080,Creatinine Clearance,Chemistry,labitem,mL/min
51081,Creatinine- Serum,Chemistry,labitem,mg/dL
51082,Creatinine- Urine,Chemistry,labitem,
51083,Ethanol- Urine,Chemistry,labitem,
51084,Glucose- Urine,Chemistry,labitem,mg/dL
51085,HCG- Urine- Qualitative,Chemistry,labitem,+/-
51086,Immunofixation- Urine,Chemistry,labitem,
51087,Length of Urine Collection,Chemistry,labitem,
51088,Magnesium- Urine,Chemistry,labitem,mg/dL
51089,Marijuana,Chemistry,labitem,
51090,Methadone- Urine,Chemistry,labitem,
51091,Myoglobin- Urine,Chemistry,labitem,
51092,Opiate Screen- Urine,Chemistry,labitem,
51093,Osmolality- Urine,Chemistry,labitem,
51094,pH,Chemistry,labitem,
51095,Phosphate- Urine,Chemistry,labitem,mg/dL
51096,Porphobilinogen Screen,Chemistry,labitem,+/-
51097,Potassium- Urine,Chemistry,labitem,mEq/L
51098,Prot. Electrophoresis- Urine,Chemistry,labitem,
51099,Protein/Creatinine Ratio,Chemistry,labitem,Ratio
51100,Sodium- Urine,Chemistry,labitem,mEq/L
51101,Total Collection Time,Chemistry,labitem,hrs
51102,Total Protein- Urine,Chemistry,labitem,mg/dL
51103,Uhold,Chemistry,labitem,
51104,Urea Nitrogen- Urine,Chemistry,labitem,mg/dL
51105,Uric Acid- Urine,Chemistry,labitem,mg/dL
51106,Urine Creatinine,Chemistry,labitem,mg/dL
51107,Urine tube- held,Chemistry,labitem,
51108,Urine Volume,Chemistry,labitem,mL
51109,Urine Volume- Total,Chemistry,labitem,mL
51110,Atypical Lymphocytes,Hematology,labitem,%
51111,Bands,Hematology,labitem,%
51112,Basophils,Hematology,labitem,%
51113,Blasts,Hematology,labitem,%
51114,Eosinophils,Hematology,labitem,%
51115,Hematocrit- Ascites,Hematology,labitem,%
51116,Lymphocytes,Hematology,labitem,%
51117,Macrophage,Hematology,labitem,%
51118,Mesothelial Cell,Hematology,labitem,%
51119,Metamyelocytes,Hematology,labitem,%
51120,Monocytes,Hematology,labitem,%
51121,Myelocytes,Hematology,labitem,%
51122,Nucleated RBC,Hematology,labitem,%
51123,Other,Hematology,labitem,%
51124,Plasma,Hematology,labitem,%
51125,Polys,Hematology,labitem,%
51126,Promyelocytes,Hematology,labitem,%
51127,RBC- Ascites,Hematology,labitem,#/CU MM
51128,WBC- Ascites,Hematology,labitem,#/CU MM
51129,Young,Hematology,labitem,%
51130,Absolute CD3 Count,Hematology,labitem,#/uL
51131,Absolute CD4 Count,Hematology,labitem,#/uL
51132,Absolute CD8 Count,Hematology,labitem,#/uL
51133,Absolute Lymphocyte Count,Hematology,labitem,#/uL
51134,Acanthocytes,Hematology,labitem,
51135,ADP,Hematology,labitem,
51136,Alpha Antiplasmin,Hematology,labitem,%
51137,Anisocytosis,Hematology,labitem,
51138,Anticardiolipin Antibody IgG,Hematology,labitem,GPL
51139,Anticardiolipin Antibody IgM,Hematology,labitem,MPL
51140,Antithrombin,Hematology,labitem,%
51141,APT Test,Hematology,labitem,
51142,Arachadonic Acid,Hematology,labitem,
51143,Atypical Lymphocytes,Hematology,labitem,
51144,Bands,Hematology,labitem,
51145,Basophilic Stippling,Hematology,labitem,
51146,Basophils,Hematology,labitem,%
51147,Bite Cells,Hematology,labitem,
51148,Blasts,Hematology,labitem,%
51149,Bleeding Time,Hematology,labitem,min
51150,Blood Parasite Smear,Hematology,labitem,
51151,Burr Cells,Hematology,labitem,
51152,CD10,Hematology,labitem,
51153,CD103,Hematology,labitem,
51154,CD117,Hematology,labitem,
51155,CD11c,Hematology,labitem,
51156,CD13,Hematology,labitem,
51157,CD138,Hematology,labitem,
51158,CD14,Hematology,labitem,
51159,CD15,Hematology,labitem,
51160,CD16/56,Hematology,labitem,
51161,CD16,Hematology,labitem,
51162,CD16/56 Absolute Count,Hematology,labitem,#/uL
51163,CD16/56%,Hematology,labitem,%
51164,CD19,Hematology,labitem,
51165,CD19 %,Hematology,labitem,%
51166,CD19 Absolute Count,Hematology,labitem,#/uL
51167,CD2,Hematology,labitem,
51168,CD20,Hematology,labitem,
51169,CD20 %,Hematology,labitem,%
51170,CD20 Absolute Count,Hematology,labitem,#/uL
51171,CD22,Hematology,labitem,
51172,CD23,Hematology,labitem,
51173,CD25,Hematology,labitem,
51174,CD3 %,Hematology,labitem,%
51175,CD3 Absolute Count,Hematology,labitem,#/uL
51176,CD3 Cells- Percent,Hematology,labitem,%
51177,CD33,Hematology,labitem,
51178,CD34,Hematology,labitem,%
51179,CD38,Hematology,labitem,
51180,CD4 Cells- Percent,Hematology,labitem,%
51181,CD4/CD8 Ratio,Hematology,labitem,Ratio
51182,CD41,Hematology,labitem,
51183,CD45,Hematology,labitem,
51184,CD5,Hematology,labitem,
51185,CD5 %,Hematology,labitem,%
51186,CD5 Absolute Count,Hematology,labitem,#/uL
51187,CD55,Hematology,labitem,
51188,CD56,Hematology,labitem,
51189,CD57,Hematology,labitem,
51190,CD59,Hematology,labitem,
51191,CD64,Hematology,labitem,
51192,CD7,Hematology,labitem,
51193,CD71,Hematology,labitem,
51194,CD8 Cells- Percent,Hematology,labitem,%
51195,Collagen,Hematology,labitem,
51196,D-Dimer,Hematology,labitem,
51197,Elliptocytes,Hematology,labitem,
51198,Envelope Cells,Hematology,labitem,
51199,Eosinophil Count,Hematology,labitem,#/uL
51200,Eosinophils,Hematology,labitem,%
51201,Epinepherine,Hematology,labitem,
51202,Factor II,Hematology,labitem,%
51203,Factor IX,Hematology,labitem,%
51204,Factor V,Hematology,labitem,%
51205,Factor VII,Hematology,labitem,%
51206,Factor VIII,Hematology,labitem,%
51207,Factor VIII Inhibitor,Hematology,labitem,
51208,Factor X,Hematology,labitem,%
51209,Factor XI,Hematology,labitem,%
51210,Factor XII,Hematology,labitem,%
51211,Factor XIII,Hematology,labitem,
51212,Fetal Hemoglobin,Hematology,labitem,%
51213,Fibrin Degradation Products,Hematology,labitem,ug/mL
51214,Fibrinogen- Functional,Hematology,labitem,mg/dL
51215,FMC-7,Hematology,labitem,
51216,Fragmented Cells,Hematology,labitem,
51217,Glyco A,Hematology,labitem,
51218,Granulocyte Count,Hematology,labitem,#/uL
51219,H/O Smear,Hematology,labitem,
51220,Heinz Body Prep,Hematology,labitem,
51221,Hematocrit,Hematology,labitem,%
51222,Hemoglobin,Hematology,labitem,g/dL
51223,Hemoglobin A2,Hematology,labitem,%
51224,Hemoglobin C,Hematology,labitem,%
51225,Hemoglobin F,Hematology,labitem,%
51226,Hemogloblin A,Hematology,labitem,%
51227,Hemogloblin S,Hematology,labitem,%
51228,Heparin,Hematology,labitem,U/mL
51229,Heparin- LMW,Hematology,labitem,U/mL
51230,HLA-DR,Hematology,labitem,
51231,Howell-Jolly Bodies,Hematology,labitem,
51232,Hypersegmented Neutrophils,Hematology,labitem,%
51233,Hypochromia,Hematology,labitem,
51234,Immunophenotyping,Hematology,labitem,
51235,Inhibitor Screen,Hematology,labitem,
51236,Inpatient Hematology/Oncology Smear,Hematology,labitem,
51237,INR(PT),Hematology,labitem,
51238,Kappa,Hematology,labitem,
51239,Lambda,Hematology,labitem,
51240,Large Platelets,Hematology,labitem,
51241,Leukocyte Alkaline Phosphatase,Hematology,labitem,Score
51242,LUC,Hematology,labitem,%
51243,Lupus Anticoagulant,Hematology,labitem,
51244,Lymphocytes,Hematology,labitem,%
51245,Lymphocytes- Percent,Hematology,labitem,%
51246,Macrocytes,Hematology,labitem,
51247,MacroOvalocytes,Hematology,labitem,
51248,MCH,Hematology,labitem,pg
51249,MCHC,Hematology,labitem,%
51250,MCV,Hematology,labitem,
51251,Metamyelocytes,Hematology,labitem,%
51252,Microcytes,Hematology,labitem,
51253,Monocyte Count,Hematology,labitem,#/uL
51254,Monocytes,Hematology,labitem,%
51255,Myelocytes,Hematology,labitem,
51256,Neutrophils,Hematology,labitem,%
51257,Nucleated Red Cells,Hematology,labitem,%
51258,Osmotic Fragility,Hematology,labitem,
51259,Other Cells,Hematology,labitem,%
51260,Ovalocytes,Hematology,labitem,
51261,Pappenheimer Bodies,Hematology,labitem,
51262,Pencil Cells,Hematology,labitem,
51263,Plasma Cells,Hematology,labitem,%
51264,Platelet Clumps,Hematology,labitem,
51265,Platelet Count,Hematology,labitem,K/uL
51266,Platelet Smear,Hematology,labitem,
51267,Poikilocytosis,Hematology,labitem,
51268,Polychromasia,Hematology,labitem,
51269,Promyelocytes,Hematology,labitem,%
51270,Protein C- Antigen,Hematology,labitem,%
51271,Protein C- Functional,Hematology,labitem,%
51272,Protein S- Antigen,Hematology,labitem,%
51273,Protein S- Functional,Hematology,labitem,%
51274,PT,Hematology,labitem,sec
51275,PTT,Hematology,labitem,sec
51276,Quantitative G6PD,Hematology,labitem,U/g/Hb
51277,RDW,Hematology,labitem,%
51278,Red Blood Cell Fragments,Hematology,labitem,
51279,Red Blood Cells,Hematology,labitem,m/uL
51280,Reptilase Time,Hematology,labitem,sec
51281,Reptilase Time Control,Hematology,labitem,sec
51282,Reticulocyte Count- Absolute,Hematology,labitem,/mm3
51283,Reticulocyte Count- Automated,Hematology,labitem,%
51284,Reticulocyte Count- Manual,Hematology,labitem,%
51285,Reticulocyte- Cellular Hemoglobin,Hematology,labitem,pg
51286,Ristocetin,Hematology,labitem,
51287,Schistocytes,Hematology,labitem,
51288,Sedimentation Rate,Hematology,labitem,mm/hr
51289,Serum Viscosity,Hematology,labitem, 
51290,Sickle Cell Preparation,Hematology,labitem,
51291,Sickle Cells,Hematology,labitem,
51292,Spherocytes,Hematology,labitem,
51293,Sugar Water Test,Hematology,labitem,
51294,Target Cells,Hematology,labitem,
51295,TdT,Hematology,labitem,
51296,Teardrop Cells,Hematology,labitem,
51297,Thrombin,Hematology,labitem,sec
51298,Von Willebrand Factor Activity,Hematology,labitem,%
51299,Von Willebrand Factor Antigen,Hematology,labitem,%
51300,WBC Count,Hematology,labitem,K/uL
51301,White Blood Cells,Hematology,labitem,K/uL
51302,Young Cells,Hematology,labitem,%
51303,CD10,Hematology,labitem,
51304,CD103,Hematology,labitem,
51305,CD117,Hematology,labitem,
51306,CD11c,Hematology,labitem,
51307,CD13,Hematology,labitem,
51308,CD138,Hematology,labitem,
51309,CD14,Hematology,labitem,
51310,CD15,Hematology,labitem,
51311,CD16,Hematology,labitem,
51312,CD16/56,Hematology,labitem,
51313,CD19,Hematology,labitem,
51314,CD2,Hematology,labitem,
51315,CD20,Hematology,labitem,
51316,CD22,Hematology,labitem,
51317,CD23,Hematology,labitem,
51318,CD25,Hematology,labitem,
51319,CD3,Hematology,labitem,
51320,CD33,Hematology,labitem,
51321,CD34,Hematology,labitem,
51322,CD38,Hematology,labitem,
51323,CD4,Hematology,labitem,
51324,CD41,Hematology,labitem,
51325,CD45,Hematology,labitem,
51326,CD5,Hematology,labitem,
51327,CD55,Hematology,labitem,
51328,CD56,Hematology,labitem,
51329,CD57,Hematology,labitem,
51330,CD59,Hematology,labitem,
51331,CD64,Hematology,labitem,
51332,CD7,Hematology,labitem,
51333,CD71,Hematology,labitem,
51334,CD8,Hematology,labitem,
51335,FMC-7,Hematology,labitem,
51336,Glyco A,Hematology,labitem,
51337,HLA-DR,Hematology,labitem,
51338,Immunophenotyping,Hematology,labitem,
51339,Iron Stain,Hematology,labitem,
51340,Kappa,Hematology,labitem,
51341,Lambda,Hematology,labitem,
51342,Wright Giemsa,Hematology,labitem,
51343,Atypical Lymphocytes,Hematology,labitem,%
51344,Bands,Hematology,labitem,%
51345,Basophils,Hematology,labitem,%
51346,Blasts,Hematology,labitem,%
51347,Eosinophils,Hematology,labitem,%
51348,Hematocrit- CSF,Hematology,labitem,%
51349,Hypersegmented Neutrophils,Hematology,labitem,%
51350,Immunophenotyping,Hematology,labitem,
51351,Lymphs,Hematology,labitem,%
51352,Macrophage,Hematology,labitem,%
51353,Mesothelial cells,Hematology,labitem,%
51354,Metamyelocytes,Hematology,labitem,%
51355,Monocytes,Hematology,labitem,%
51356,Myelocytes,Hematology,labitem,%
51357,NRBC,Hematology,labitem,%
51358,Other,Hematology,labitem,%
51359,Plasma,Hematology,labitem,%
51360,Polys,Hematology,labitem,%
51361,Promyelocytes,Hematology,labitem,%
